3409,CA-2016-145485,05-11-2016,05-11-2016,Same Day,JM-16195,Justin MacKendrick,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,62.8,2016,,,,,,,,
3410,CA-2016-131072,05-11-2016,05-11-2016,Same Day,KL-16645,Ken Lonsdale,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10002794,Office Supplies,Binders,\Avery Trapezoid Ring Binder," 3\""\"" Capacity""",Black,2016,,,,,,,
3411,US-2016-136259,05-11-2016,08-11-2016,First Class,CB-12415,Christy Brittain,Consumer,United States,Lakewood,Ohio,44107,East,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,7.218,2016,,,,,,,,
3412,US-2016-136259,05-11-2016,08-11-2016,First Class,CB-12415,Christy Brittain,Consumer,United States,Lakewood,Ohio,44107,East,OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors,27.2,2016,,,,,,,,
3413,CA-2016-105312,06-11-2016,09-11-2016,First Class,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08,2016,,,,,,,,
3414,CA-2016-105312,06-11-2016,09-11-2016,First Class,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,4.401,2016,,,,,,,,
3415,CA-2016-102848,07-11-2016,09-11-2016,Second Class,KB-16240,Karen Bern,Corporate,United States,Los Angeles,California,90036,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,190.72,2016,,,,,,,,
3416,CA-2016-148432,07-11-2016,10-11-2016,Second Class,MC-18130,Mike Caudle,Corporate,United States,Newark,Delaware,19711,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,26.18,2016,,,,,,,,
3417,CA-2016-148432,07-11-2016,10-11-2016,Second Class,MC-18130,Mike Caudle,Corporate,United States,Newark,Delaware,19711,East,OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,7.3,2016,,,,,,,,
3418,CA-2016-134922,07-11-2016,11-11-2016,Standard Class,KB-16240,Karen Bern,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",24.4,2016,,,,,,,,
3419,CA-2016-162887,07-11-2016,09-11-2016,Second Class,SV-20785,Stewart Visinsky,Consumer,United States,Burlington,Vermont,,East,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,715.2,2016,,,,,,,,
3420,CA-2016-105571,07-11-2016,11-11-2016,Standard Class,CP-12340,Christine Phan,Corporate,United States,Miami,Florida,33142,South,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,16.146,2016,,,,,,,,
3421,CA-2016-105571,07-11-2016,11-11-2016,Standard Class,CP-12340,Christine Phan,Corporate,United States,Miami,Florida,33142,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1345.485,2016,,,,,,,,
3422,CA-2016-126669,07-11-2016,13-11-2016,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Houston,Texas,77036,Central,OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,76.64,2016,,,,,,,,
3423,CA-2016-163181,07-11-2016,12-11-2016,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041,Central,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,23.64,2016,,,,,,,,
3424,CA-2016-163181,07-11-2016,12-11-2016,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",84.784,2016,,,,,,,,
3425,CA-2016-163181,07-11-2016,12-11-2016,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041,Central,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,64.96,2016,,,,,,,,
3426,CA-2016-163181,07-11-2016,12-11-2016,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,32.06,2016,,,,,,,,
3427,CA-2016-163181,07-11-2016,12-11-2016,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041,Central,OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,177.648,2016,,,,,,,,
3428,CA-2016-163181,07-11-2016,12-11-2016,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041,Central,TEC-MA-10001016,Technology,Machines,Canon PC170 Desktop Personal Copier,287.91,2016,,,,,,,,
3429,CA-2016-105634,08-11-2016,14-11-2016,Standard Class,HA-14905,Helen Abelman,Consumer,United States,Franklin,Massachusetts,2038,East,OFF-AR-10001573,Office Supplies,Art,American Pencil,11.65,2016,,,,,,,,
3430,CA-2016-117611,08-11-2016,10-11-2016,Second Class,MZ-17335,Maria Zettner,Home Office,United States,San Diego,California,92024,West,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,5,2016,,,,,,,,
3431,CA-2016-117611,08-11-2016,10-11-2016,Second Class,MZ-17335,Maria Zettner,Home Office,United States,San Diego,California,92024,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,2016,,,,,,,,
3432,CA-2016-123568,08-11-2016,14-11-2016,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084,West,OFF-FA-10002701,Office Supplies,Fasteners,Alliance Rubber Bands,5.04,2016,,,,,,,,
3433,CA-2016-123568,08-11-2016,14-11-2016,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084,West,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,92.94,2016,,,,,,,,
3434,CA-2016-123568,08-11-2016,14-11-2016,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084,West,FUR-FU-10004090,Furniture,Furnishings,"\Executive Impressions 14\""\"" Contract Wall Clock\""""",66.69,2016,,,,,,,,
3435,CA-2016-123568,08-11-2016,14-11-2016,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084,West,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,91.68,2016,,,,,,,,
3436,CA-2016-164441,08-11-2016,13-11-2016,Standard Class,AC-10450,Amy Cox,Consumer,United States,New York City,New York,10011,East,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,52.272,2016,,,,,,,,
3437,CA-2016-164441,08-11-2016,13-11-2016,Standard Class,AC-10450,Amy Cox,Consumer,United States,New York City,New York,10011,East,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),17.94,2016,,,,,,,,
3438,CA-2016-111990,08-11-2016,13-11-2016,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,10.476,2016,,,,,,,,
3439,CA-2016-154886,08-11-2016,12-11-2016,Standard Class,SW-20455,Shaun Weien,Consumer,United States,San Francisco,California,94109,West,TEC-AC-10001956,Technology,Accessories,Microsoft Arc Touch Mouse,119.9,2016,,,,,,,,
3440,CA-2016-109386,08-11-2016,13-11-2016,Second Class,RH-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666,South,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",44.43,2016,,,,,,,,
3441,CA-2016-109386,08-11-2016,13-11-2016,Second Class,RH-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666,South,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,226.2,2016,,,,,,,,
3442,CA-2016-109386,08-11-2016,13-11-2016,Second Class,RH-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666,South,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,186.54,2016,,,,,,,,
3443,CA-2016-109386,08-11-2016,13-11-2016,Second Class,RH-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666,South,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",265.86,2016,,,,,,,,
3444,CA-2016-109386,08-11-2016,13-11-2016,Second Class,RH-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666,South,OFF-AR-10000122,Office Supplies,Art,Newell 314,27.9,2016,,,,,,,,
3445,US-2016-151407,08-11-2016,12-11-2016,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Dubuque,Iowa,52001,Central,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,263.96,2016,,,,,,,,
3446,CA-2016-114811,08-11-2016,08-11-2016,Same Day,KD-16495,Keith Dawkins,Corporate,United States,New York City,New York,10024,East,OFF-ST-10000885,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,67.15,2016,,,,,,,,
3447,CA-2016-114811,08-11-2016,08-11-2016,Same Day,KD-16495,Keith Dawkins,Corporate,United States,New York City,New York,10024,East,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,549.98,2016,,,,,,,,
3448,CA-2016-114811,08-11-2016,08-11-2016,Same Day,KD-16495,Keith Dawkins,Corporate,United States,New York City,New York,10024,East,FUR-FU-10002240,Furniture,Furnishings,Nu-Dell EZ-Mount Plastic Wall Frames,11.82,2016,,,,,,,,
3449,CA-2016-114811,08-11-2016,08-11-2016,Same Day,KD-16495,Keith Dawkins,Corporate,United States,New York City,New York,10024,East,TEC-MA-10000045,Technology,Machines,Zebra ZM400 Thermal Label Printer,4643.8,2016,,,,,,,,
3450,CA-2016-114811,08-11-2016,08-11-2016,Same Day,KD-16495,Keith Dawkins,Corporate,United States,New York City,New York,10024,East,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,577.764,2016,,,,,,,,
3451,CA-2016-108259,08-11-2016,15-11-2016,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Jacksonville,North Carolina,28540,South,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,31.504,2016,,,,,,,,
3452,CA-2016-108259,08-11-2016,15-11-2016,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Jacksonville,North Carolina,28540,South,OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",5.04,2016,,,,,,,,
3453,CA-2016-108259,08-11-2016,15-11-2016,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Jacksonville,North Carolina,28540,South,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,39.879,2016,,,,,,,,
3454,CA-2016-108259,08-11-2016,15-11-2016,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Jacksonville,North Carolina,28540,South,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,4.712,2016,,,,,,,,
3455,CA-2016-117086,08-11-2016,12-11-2016,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Burlington,Vermont,,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",4404.9,2016,,,,,,,,
3456,CA-2016-158554,09-11-2016,09-11-2016,Same Day,CM-12190,Charlotte Melton,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",11.352,2016,,,,,,,,
3457,CA-2016-127509,09-11-2016,13-11-2016,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,17.22,2016,,,,,,,,
3458,CA-2016-127509,09-11-2016,13-11-2016,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,1024.38,2016,,,,,,,,
3459,CA-2016-127509,09-11-2016,13-11-2016,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,OFF-EN-10000781,Office Supplies,Envelopes,"\#10- 4 1/8\""\"" x 9 1/2\""\"" Recycled Envelopes\""""",26.22,2016,,,,,,,,
3460,CA-2016-127509,09-11-2016,13-11-2016,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,17.34,2016,,,,,,,,
3461,CA-2016-169796,09-11-2016,14-11-2016,Standard Class,Dp-13240,Dean percer,Home Office,United States,New York City,New York,10035,East,TEC-MA-10000045,Technology,Machines,Zebra ZM400 Thermal Label Printer,2321.9,2016,,,,,,,,
3462,CA-2016-169796,09-11-2016,14-11-2016,Standard Class,Dp-13240,Dean percer,Home Office,United States,New York City,New York,10035,East,OFF-ST-10001505,Office Supplies,Storage,\Perma STOR-ALL Hanging File Box," 13 1/8\""\""W x 12 1/4\""\""D x 10 1/2\""\""H\""""",17.94,2016,,,,,,,
3463,CA-2016-146486,09-11-2016,14-11-2016,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Oceanside,New York,11572,East,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,244.55,2016,,,,,,,,
3464,CA-2016-146486,09-11-2016,14-11-2016,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Oceanside,New York,11572,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,12.24,2016,,,,,,,,
3465,CA-2016-146486,09-11-2016,14-11-2016,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Oceanside,New York,11572,East,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,13.98,2016,,,,,,,,
3466,CA-2016-146486,09-11-2016,14-11-2016,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Oceanside,New York,11572,East,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),899.95,2016,,,,,,,,
3467,CA-2016-126466,09-11-2016,13-11-2016,Standard Class,JO-15550,Jesus Ocampo,Home Office,United States,Roseville,California,95661,West,OFF-FA-10000490,Office Supplies,Fasteners,\OIC Binder Clips, Mini," 1/4\""\"" Capacity""","Black\"",2016
3468,CA-2016-113222,2016-11-09,2016-11-09,Same Day,AG-10765,Anthony Garverick,Home Office,United States,Lawrence,Indiana,46226,Central,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,10.74,2016
3469,CA-2016-155040,2016-11-10,2016-11-15,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Brentwood,California,94513,West,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,79.9,2016
3470,CA-2016-158659,2016-11-10,2016-11-14,Second Class,SC-20695,Steve Chapman,Corporate,United States,Richmond,Indiana,47374,Central,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,714.3,2016
3471,CA-2016-121783,2016-11-10,2016-11-14,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113,Central,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,715.64,2016
3472,CA-2016-121783,2016-11-10,2016-11-14,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113,Central,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,795.51,2016
3473,CA-2016-121783,2016-11-10,2016-11-14,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113,Central,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,549.99,2016
3474,CA-2016-121783,2016-11-10,2016-11-14,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113,Central,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,74.76,2016
3475,CA-2016-121783,2016-11-10,2016-11-14,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113,Central,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,29.22,2016
3476,CA-2016-147690,2016-11-10,2016-11-14,Standard Class,SC-20020,Sam Craven,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,577.584,2016
3477,CA-2016-111948,2016-11-11,2016-11-11,Same Day,AG-10495,Andrew Gjertsen,Corporate,United States,Detroit,Michigan,48234,Central,OFF-ST-10003282,Office Supplies,Storage,Advantus 10-Drawer Portable Organizer", Chrome Metal Frame," Smoke Drawers""",418.32,2016,,,
3478,CA-2016-111948,11-11-2016,11-11-2016,Same Day,AG-10495,Andrew Gjertsen,Corporate,United States,Detroit,Michigan,48234,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",123.858,2016,,,,,,,,
3479,CA-2016-153220,12-11-2016,14-11-2016,First Class,YC-21895,Yoseph Carroll,Corporate,United States,Los Angeles,California,90032,West,OFF-PA-10003016,Office Supplies,Paper,"\Adams \""\""While You Were Out\""\"" Message Pads\""""",15.7,2016,,,,,,,,
3480,CA-2016-113628,12-11-2016,19-11-2016,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317,South,OFF-AR-10001246,Office Supplies,Art,Newell 317,11.76,2016,,,,,,,,
3481,CA-2016-113628,12-11-2016,19-11-2016,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317,South,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,5.238,2016,,,,,,,,
3482,CA-2016-113628,12-11-2016,19-11-2016,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317,South,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8\\""""",4.662,2016,,,,,,,,
3483,CA-2016-113628,12-11-2016,19-11-2016,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317,South,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",523.92,2016,,,,,,,,
3484,CA-2016-113628,12-11-2016,19-11-2016,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317,South,TEC-PH-10000441,Technology,Phones,VTech DS6151,100.792,2016,,,,,,,,
3485,CA-2016-113628,12-11-2016,19-11-2016,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317,South,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",146.136,2016,,,,,,,,
3486,CA-2016-162964,12-11-2016,18-11-2016,Standard Class,MF-18250,Monica Federle,Corporate,United States,Houston,Texas,77095,Central,OFF-ST-10002344,Office Supplies,Storage,"\Carina 42\""\""Hx23 3/4\""\""W Media Storage Unit\""""",64.784,2016,,,,,,,,
3487,CA-2016-162964,12-11-2016,18-11-2016,Standard Class,MF-18250,Monica Federle,Corporate,United States,Houston,Texas,77095,Central,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,15.552,2016,,,,,,,,
3488,CA-2016-162964,12-11-2016,18-11-2016,Standard Class,MF-18250,Monica Federle,Corporate,United States,Houston,Texas,77095,Central,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",223.888,2016,,,,,,,,
3489,US-2016-153283,12-11-2016,18-11-2016,Standard Class,EB-14110,Eugene Barchas,Consumer,United States,New York City,New York,10035,East,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,15.56,2016,,,,,,,,
3490,US-2016-156867,13-11-2016,17-11-2016,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.896,2016,,,,,,,,
3491,US-2016-156867,13-11-2016,17-11-2016,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,2016,,,,,,,,
3492,US-2016-156867,13-11-2016,17-11-2016,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,OFF-BI-10002794,Office Supplies,Binders,\Avery Trapezoid Ring Binder," 3\""\"" Capacity""",Black,2016,,,,,,,
3493,CA-2016-111199,13-11-2016,17-11-2016,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,115.296,2016,,,,,,,,
